id,app_name,datetime,context,prediction
g_336,capcut,2023-10-12 19:42:20,あと吹き出しが見当たらないんだけど,吹き出しが見当たらない
g_338,capcut,2023-12-18 23:03:17,本日から何故かログインできなくなりました、クラウドにもデータ入ってるため早急な対応お願いします,ログインできなくなりました
g_340,capcut,2023-10-31 18:46:15,凸版文久見出し明朝のフォントがないので凸版文久見出し明朝のフォントを出してほしいです,凸版文久見出し明朝のフォントがないので凸版文久見出し明朝のフォントを出してほしい
g_344,capcut,2023-10-20 16:16:17,改善お願いします,改善お願いします
g_347,capcut,2023-11-11 07:02:04,テキストの文字を書き直すと、テキスト編集のところはちゃんと文字が消えてるのに、実際に見える部分は誤字が残ったり、元々入ってるのにテキスト入力という文字が残って正しく文字入れするのに時間がかかる,テキストの文字を書き直すと、テキスト編集のところはちゃんと文字が消えてるのに、実際に見える部分は誤字が残ったり、元々入ってるのにテキスト入力という文字が残って正しく文字入れするのに時間がかかる
g_350,capcut,2023-10-24 01:49:17,インターネット接続がありませんと表示され何もできません,インターネット接続がありませんと表示され何もできません
g_351,capcut,2023-10-15 14:00:07,曲が少ないです調べても違う曲しか出てきません,曲が少ない
g_353,capcut,2023-10-09 19:09:56,固まって編集できなくなった,固まって編集できなくなった
g_354,capcut,2023-12-16 00:16:08,動画作れないよーt_t2023/12/15,動画作れない
g_356,capcut,2023-10-08 15:13:11,一括で同じトランジョン、テキストを追加コピーできるようにしてほしい,一括で同じトランジョン、テキストを追加コピーできるようにしてほしい
g_358,capcut,2023-12-06 05:31:12,youtubeにアップする動画の編集に使おうと思いインストールしましたが、利用規約を読むとyoutubeを含む営利目的商用利用不可な上に、このアプリで編集した動画の権利は全てアプリ側に持って行かれます,利用規約を読むとyoutubeを含む営利目的商用利用不可な上に、このアプリで編集した動画の権利は全てアプリ側に持って行かれます
g_359,capcut,2023-11-05 03:09:41,解決策があればし終えてください,解決策があればし終えてください
g_360,capcut,2023-11-25 14:01:26,androidで使用していたのですがアプデが来てから使い勝手が悪すぎます,使い勝手が悪すぎます
g_361,capcut,2023-11-13 13:58:29,急にエクスポート出来なくなった,エクスポート出来なくなった
g_363,capcut,2023-10-19 06:50:17,不具合は確かにあるかもだけど無料でこれだけできるのは神アプリ,不具合
g_364,capcut,2023-12-20 22:22:50,軽くして欲しい,軽くして欲しい
g_365,capcut,2023-11-19 22:12:09,編集ができて流行ってる曲も入れられますがただ入ってない曲fatalatyとかが乗ってないのです,ただ入ってない曲fatalatyとかが乗ってない
g_366,capcut,2023-10-18 22:32:11,エクスポートする時も途中で落ちることが多くてエクスポートが出来ないです,途中で落ちることが多くてエクスポートが出来ない
g_367,capcut,2023-12-05 06:23:16,ほかの人気動画編集アプリだと音のズレが酷くて、こちらに帰って来たのですが、アプリが開かずfreezeしたままの状態が続き、苛苛します,アプリが開かずfreezeしたままの状態が続き
g_370,capcut,2023-12-05 20:48:04,重いのは私の端末の問題かもしれませんが、少し改善してほしいなと思います,少し改善してほしい
g_373,capcut,2023-10-04 12:06:02,消えた動画は戻れません,消えた動画は戻れません
g_374,capcut,2023-12-19 18:56:38,使いやすいけど、有料の多いし、アップロード長すぎ,有料の多いし、アップロード長すぎ
g_375,capcut,2023-11-04 19:22:48,だけどちょっとバグが多いかなあ,バグが多い
g_376,capcut,2023-10-18 22:32:11,直して欲しいです,直して欲しい
g_377,capcut,2023-11-12 14:22:42,使いやすいけど、有料の多いし、アニメーション減ったし,有料の多いし、アニメーション減った
g_378,capcut,2023-10-23 18:57:11,保存できない,保存できない
g_383,capcut,2023-11-23 12:31:52,課金しとんやけ、不具合ばっか出すな,不具合
g_385,capcut,2023-10-11 20:06:07,文字ひとつ入れるだけで重くなります,文字ひとつ入れるだけで重くなります
g_386,capcut,2023-10-08 22:13:17,・センターグリッドラインにスナップするか、しないか選択できるようにして欲しい微妙にセンターからずらしたい時に困難・文字やスタンプ等のオブジェクトをドラッグする際、少し動かすと一瞬固まり、更にスライドすると目的の位置を飛び越えてしまう位置の微調整が難しい・最下部のツールの順番を自分がよく使う順番に並べ替えたい・不要な部分をカットした後、次にゴミ箱をよく使いますが、カット直後にゴミ箱が直ぐにアクティブにならなくて、少し待機する必要がある・スタンプの素材が豊富なのは良いけれど、実用的でシンプルな物が意外と少ない,センターグリッドラインにスナップするか、しないか選択できるようにして欲しい微妙にセンターからずらしたい時に困難・文字やスタンプ等のオブジェクトをドラッグする際、少し動かすと一瞬固まり、更にスライドすると目的の位置を飛び越えてしまう位置の微調整が難しい
g_389,capcut,2023-10-22 21:36:57,テキストを追加して、テキストにあいうえおと打つとテキストを追加あいうえおあああああいいううあいいえええううあいうええええおあいいいいおあいうえおとなったりしたり、動画の速度を遅くするとテキストが縮むだけで動画が遅くならない現象がおきました,動画の速度を遅くするとテキストが縮むだけで動画が遅くならない
g_390,capcut,2023-11-30 18:11:02,前の仕様に戻して欲しい,前の仕様に戻して欲しい
g_392,capcut,2023-12-17 22:00:43,バグが多い直して欲しいです,バグが多い直して欲しい
g_393,capcut,2023-10-27 17:48:02,ですが更新してから自分で作った編集とテンプレが同じになっていて不便に感じました,更新してから自分で作った編集とテンプレが同じになっていて
g_395,capcut,2023-11-22 17:43:04,ふざけんなよ,ふざけんな
g_397,capcut,2023-10-05 15:33:22,動画編集等をする時にはとても助かっておりますが毎回動画を作成し終わって暫くすると保存しておいた動画が勝手に消える等の問題が発生するのがとても不便です,動画を作成し終わって暫くすると保存しておいた動画が勝手に消える
g_399,capcut,2023-10-31 18:56:38,横にスクロールしたら急にあの白線が秒数の違う所にとんじゃったりでも,横にスクロールしたら急に
g_401,capcut,2023-11-08 22:26:56,最近画像や動画をインポートしたらアプリが開いた最初の状態になっていたり、他のアプリから10秒もたたずに戻っても最初の状態になる,アプリが開いた最初の状態になっていたり、他のアプリから10秒もたたずに戻っても最初の状態になる
g_402,capcut,2023-11-23 13:52:27,意味か分かりませんもう一度インスートルしても治りません使いやすかったのに残念です,治りません
g_403,capcut,2023-10-26 19:34:22,5にもどしてくれ,5にもどしてくれ
g_405,capcut,2023-12-07 22:56:07,いちいち他のフォントに切り替えるのが面倒なので★マイナス1,いちいち他のフォントに切り替えるのが面倒
g_409,capcut,2023-10-27 17:48:02,ご検討よろしくお願いいたします,ご検討よろしくお願いいたします
g_410,capcut,2023-10-29 13:30:04,テキストするとてこきにくなったこれからは違う編集アプリ使っちゃう,テキストするとてこきにくなった
g_411,capcut,2023-12-08 13:48:53,iphoneからandroid、samsungs22にしてから、動きがおかしい,動きがおかしい
g_413,capcut,2023-10-31 18:56:38,ちょいバグりがちょくちょくあってまぁまぁのストレスですね,バグりがち
g_416,capcut,2023-10-19 01:35:38,長年愛用してたアプリがこんなに使いにくくなるとは非常に残念ですし悲しいです,アプリがこんなに使いにくくなる
g_417,capcut,2023-10-27 19:01:04,それのせいで文字を入れる度にフォントと文字の色を1回1回設定しなきゃいけなくなりました,文字を入れる度にフォントと文字の色を1回1回設定しなきゃいけなくなりました
g_418,capcut,2023-10-30 08:17:54,機能までは、テキストに音声をつけたら、テキストの長さも自動で音声の長さと同じにしてくれて、テキストを動かせば音声も自動で動いてくれたのに、それがなくなって使いづらくなりました直してくださいそれが治れば星5です,使いづらくなりました
g_419,capcut,2023-11-27 23:18:26,元のuiに戻してくれ,元のuiに戻してくれ
g_420,capcut,2023-10-03 17:11:21,テキストが使いにくくなりました,テキストが使いにくくなりました
g_422,capcut,2023-12-18 15:03:10,別に動画とか作る分には悪くないのですがテキストのバグがあってテキストを追加,テキストのバグがあってテキストを追加
g_423,capcut,2023-10-01 22:50:35,それができるようになれば広告が増えても星5ですね,広告が増えて
g_424,capcut,2023-10-04 12:06:02,2時間かけて作った動画、一緒だけバグって、消されました,2時間かけて作った動画、一緒だけバグって、消されました
g_425,capcut,2023-12-17 02:20:49,それともバグでしょうか、バグだったら直してほしいです,バグだったら直してほしい
g_427,capcut,2023-11-05 03:09:41,時間を置いても何回やってもこれが続いており、全く編集が進められていません,全く編集が進められていません
g_428,capcut,2023-10-07 11:31:22,最近スマホでも固まって思うように行かないです,最近スマホでも固まって思うように行かない
g_429,capcut,2023-11-04 12:28:10,改善求めます,改善求めます
g_434,capcut,2023-11-06 12:46:09,すんなり字幕つく時もあれば何回やっても字幕付け失敗することもあり、これを動画編集のメインアプリに使うのはやはり難しいのかなと感じる,字幕付け失敗する
g_435,capcut,2023-12-08 16:47:56,説明も無いし、画像を音源に合わせようと広げたり、縮めたりすると、反対も何故か動いたり音源の移動調整も、やり方がわからず音源に合わせて、画像を移動するしか無い,画像を音源に合わせようと広げたり、縮めたりすると、反対も何故か動いたり音源の移動調整も、やり方がわからず音源に合わせて、画像を移動するしか無い
g_438,capcut,2023-10-11 20:06:07,全く編集が進まないです,全く編集が進まない
g_439,capcut,2023-11-22 19:45:33,動画の背景をモザイクしたいけど、それだけが唯一分からないあとは完璧,動画の背景をモザイクしたい
g_441,capcut,2023-10-26 12:47:49,ただ文字入れや画像を入れる際に勝手に真ん中に調整しようとして思っているところに置けないところに少しイライラしてしまいます,文字入れや画像を入れる際に勝手に真ん中に調整しようとして思っているところに置けない
g_443,capcut,2023-10-06 18:36:44,前はよくcapcutをやっていて楽しいと思っていましたが、今日間違えてデータを消してしまい、普通に悲しかったです、宜しければデータを戻す事が出来れば嬉しいです,
g_444,capcut,2023-10-23 20:30:52,正直使いやすいが、編集中に重くなったり、落ちたりする,編集中に重くなったり、落ちたりする
g_445,capcut,2023-11-12 09:41:54,本日より、デバイスから音楽ファイルが追加できない不具合が起きております,デバイスから音楽ファイルが追加できない
g_446,capcut,2023-10-14 07:25:15,エクスポーとをしようとしてエクスポートをやるとシェアの準備が出来ましたと書いてあり動画がエクスポートができません、、、、、、2時間かけた編集動画、,動画がエクスポートができません
g_448,capcut,2023-11-26 18:16:01,テンプレートや編集面でも凄く良くて結構いい編集アプリだと思ったんですが思ったとうりに行かなかったりと少し残念です,テンプレートや編集面でも凄く良くて結構いい編集アプリだと思ったんですが思ったとうりに行かなかったり
g_449,capcut,2023-10-26 19:34:22,圧縮が遅い、9,圧縮が遅い
g_451,capcut,2023-11-28 20:45:22,自動キャプションしようとすると99%のまま終わらず、しばらく経って出来ませんでしたとかゴミにも程があるわ,自動キャプションしようとすると99%のまま終わらず、しばらく経って出来ません
g_452,capcut,2023-11-11 01:52:44,いつのアプデからかは分からないけどテキストを何回追加してもすぐに消えてしまい面倒ですどうにかしてください,テキストを何回追加してもすぐに消えてしまい面倒
g_457,capcut,2023-11-17 04:23:40,この前まではテキストを日本語に出来てたのに更新してから出来ません,テキストを日本語に出来てたのに更新してから出来ません
g_458,capcut,2023-11-11 19:10:55,テキスト入力が1回毎に初期化されるのでまともに編集できない,テキスト入力が1回毎に初期化されるのでまともに編集できない
g_462,capcut,2023-12-15 07:31:50,文字入れしたいのにアニメーションが出てこなくなりました,アニメーションが出てこなくなりました
g_464,capcut,2023-12-12 23:48:54,が表示しれなかったりしてます,表示しれなかったりしてます
g_465,capcut,2023-11-12 16:21:07,改善お願いします,改善お願いします
g_466,capcut,2023-11-04 16:48:49,不具合,不具合
g_468,capcut,2023-12-03 08:48:33,30分経っても起動出来ない,起動出来ない
g_469,capcut,2023-11-20 20:38:30,友達におすすめされてやっていますが最初は使いやすかったですが今では固まることが多いので今は少し使いづらいだけでほかは凄く便利です,使いづらい
g_471,capcut,2023-10-08 15:13:11,前まではオフラインでもなんなと使えたのに最近はオンラインでしか使えなくなったのが困る,オンラインでしか使えなくなった
g_472,capcut,2023-12-13 14:34:01,いつもtiktokにあげるようの動画を作るのに使わせてもらっていて、とても編集しやすいのでこれからも使いたいのですが、スローを滑らかにするときの高画質と高速処理で、高画質の方を押しているのにも関わらず勝手に高速処理の仕様になってしまい、画質が悪くなってしまうのが困っています,スローを滑らかにするときの高画質と高速処理で、高画質の方を押しているのにも関わらず勝手に高速処理の仕様になってしまい、画質が悪くなってしまう
g_473,capcut,2023-12-17 02:20:49,テキストの読み上げ機能がインターネットの接続がありませんとでます,テキストの読み上げ機能がインターネットの接続がありませんとでます
g_474,capcut,2023-10-20 16:16:17,確かに使いやすいですが、重い動画の編集やエクスポート中にアプリが落ちてしまうので改善して欲しいです,重い動画の編集やエクスポート中にアプリが落ちてしまう
g_476,capcut,2023-11-12 16:21:07,確かに使いやすいですが、重い動画の編集やエクスポート中にアプリが落ちてしまうので改善して欲しいです,重い動画の編集やエクスポート中にアプリが落ちてしまう
g_478,capcut,2023-12-08 13:48:53,動画編集中に、一時停止すると、めっちゃ先の動画まで飛んでしまうバグが発生して困っている,動画編集中に、一時停止すると、めっちゃ先の動画まで飛んでしまう
g_481,capcut,2023-10-05 03:00:09,文字の入力が不便になった,文字の入力が不便になった
g_483,capcut,2023-10-22 15:40:21,せっかく使いやすかったのに最近やたら広告が多くなってウンザリ,最近やたら広告が多くなって
g_488,capcut,2023-11-29 23:49:13,立ち上げでかなりの確率でフリーズする,立ち上げでかなりの確率でフリーズする
g_490,capcut,2023-10-19 01:35:38,新しい素材を入れようにもクラッシュして毎回ホームに戻されます,新しい素材を入れようにもクラッシュして毎回ホームに戻されます
g_494,capcut,2023-11-03 22:35:15,大人しくapkファイル使ってバージョンダウンさせときます,大人しくapkファイル使ってバージョンダウンさせときます
g_498,capcut,2023-10-03 18:24:24,少し見ないうちに機能が変わりまくってて説明もなんも出てこなくて意味がわからなかったです,機能が変わりまくってて説明もなんも出てこなくて意味がわからなかった
g_499,capcut,2023-11-19 10:55:22,正直めんどくさいし手間がかかるから直接音声を挿入できる用にして欲しい,直接音声を挿入できる用にして欲しい
g_500,capcut,2023-12-03 22:10:16,テンプレートをtiktokから使うリンクに飛んだときに30%確率でアップデートうんぬんのエラーが出ます,テンプレートをtiktokから使うリンクに飛んだときに30%確率でアップデートうんぬんのエラーが出ます
g_501,capcut,2023-10-11 20:06:07,あとバグ多いです,バグ多い
g_502,capcut,2023-10-27 19:01:04,アップデートが来てから前までは一つの動画を作るのに、フォント、文字の色が固定されていたのにされなくなってしまいました,フォント、文字の色が固定されていたのにされなくなってしまいました
g_508,capcut,2023-10-09 19:09:56,直してほしい,直してほしい
